0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,1.0,0.08384583791017997,0.9749823227841341,0.20299632903210685,0.8599195884671041,0.36906401408549294,0.8101153273341134,0.5203249743321684,0.8160762347956652,0.06618297203838369,0.20150782285338084,0.5249064089590681,0.2840899929697276,0.7672456603786051,0.4616160732090574,0.9130060676284245,0.5936635557745098,0.07035707190249008,0.033571048395972886,0.5927504951488702,0.0829175396970769,0.8382018187626933,0.2867835346227717,0.9900586407901996,0.467654553289343,0.12344068021366081,0.0,0.6198005436058982,0.03682295552489655,0.8562725699559506,0.24489096985674247,1.0,0.4262227028655975,0.2072444397113877,0.06913636799313137,0.6135708936306496,0.14997406800153845,0.8205181889640043,0.2974361640299422,0.9512963218433836,0.4119226373553179,0
0.0,1.0,0.19432810148424462,0.7947420525353527,0.35648111233051744,0.6062540136869589,0.5758034993578384,0.5949088179646685,0.7652275578094437,0.6664210083651303,0.1370443556226954,0.0560836498528264,0.570880609490525,0.09430299778052859,0.7995914586145257,0.3048262021383426,0.9646513923542097,0.45603307008848715,0.09799129791707038,0.0,0.6025376538010441,0.056123544707514794,0.8403938891796456,0.31269520767609094,1.0,0.5057794546712764,0.10184467018764198,0.0638154917583108,0.5893993159404434,0.09464338450668662,0.8287467064350986,0.3209162629369595,0.9892450618474182,0.49576044660885943,0.15010086278231793,0.2162427473244568,0.518948317630054,0.21790639053400312,0.7237303717062942,0.34737275334771595,0.8750632053568825,0.4540698606421507,0
0.0,0.7474071073826645,0.05494642786044017,0.8216070131257021,0.10250923072058758,0.8422148642282087,0.14169053635961223,0.8979666192435578,0.1111588960374358,1.0,0.1888568690847856,0.25542844495481387,0.6126392366226278,0.41497613097903535,0.8049482576100017,0.5788040800516092,0.9296000196734673,0.7082459155150408,0.2560689865353853,0.06938672496153615,0.714789031339365,0.19993606181638668,0.8861512257272742,0.42914178904364936,0.9845681849586975,0.6221041136909213,0.3274988962950645,0.0,0.7608009384712311,0.11834635687125651,0.9190733972564882,0.3475566826788837,1.0,0.5386972528399419,0.39801415084396835,0.014514254344971644,0.7214393659054128,0.14316917516239458,0.8571136857069918,0.31917086043260817,0.9365088612575562,0.4563747810349131,0
0.3649461397999124,1.0,0.6805443577504627,0.8627426731229284,0.8450681133453155,0.6261171040327855,0.9948771165558753,0.4268687024400308,1.0,0.19827030814552746,0.25362486237995224,0.35514027985757,0.349806039637988,0.06985809378590024,0.6627771256173057,0.07167341328035273,0.8560101149326705,0.19275993417019782,0.12156267406294259,0.35431709420826446,0.2821766989857685,0.0,0.6639064243083421,0.023245062357778346,0.8785338127583439,0.1729314855384778,0.033429576604492875,0.38080001511002326,0.19082320876108533,0.0327403793151898,0.5864461486428306,0.05982611048588269,0.8038829219487169,0.18908548312783793,0.0,0.45313784857667566,0.2090766306802007,0.17199710394561232,0.5313097686521897,0.16491979150272112,0.7338280268882071,0.2516738195876752,0
0.3296117247254035,1.0,0.686824127555081,0.7535365401584502,0.7643423294108712,0.5319093255611286,0.8926072287865432,0.37676230110338665,0.9890436110111892,0.25505640526115675,0.05721057045036667,0.3770675381423408,0.3324681119526516,0.04260479395368496,0.6846104008977419,0.03319772704521105,0.9338715846743807,0.11386065242544456,0.0,0.4065524061643837,0.34771492415115174,0.0,0.7692158092257673,0.027040338338716205,0.9972518441304391,0.13675910672599023,0.07484673445368525,0.4422973253760513,0.38981774848501916,0.0350407556208441,0.7998701872859845,0.06237374933375696,1.0,0.16604982698162782,0.26839449904977414,0.48852517062492995,0.5385059758728462,0.18349267637874955,0.8230602605230284,0.1766299146810979,0.9836261417441885,0.24207097635044958,0
0.2592069090274416,1.0,0.6320892660467151,0.7368751708921711,0.7336817073361378,0.5086701881187228,0.8696621170594707,0.3612730330058928,0.979968867718398,0.2506518149408096,0.055936059044449093,0.34938925737284304,0.3540488116432641,0.039137061650912255,0.6890028197811948,0.02808006660953967,0.9300180584684059,0.09947953344148357,0.0,0.3793011289978681,0.3883768769608168,0.0,0.7805963067183862,0.029135175435846806,1.0,0.1413207842744132,0.06647005841169096,0.42057661229877397,0.4108472574286646,0.041352025923779845,0.7950992371189912,0.06531801384269262,0.9948806606592212,0.1694700806409314,0.24294961714441732,0.47040260100600206,0.5367488979099042,0.1834495839774604,0.8115392027443346,0.1708062789624405,0.9782782686567515,0.22799157123344344,0
0.20345280490765205,1.0,0.5576863700800839,0.798820765434205,0.6754820719420247,0.594821954873072,0.8380498481284001,0.4542599768968241,0.968766210103784,0.3408866421710289,0.05643247895115384,0.35510697376298755,0.3889452794769737,0.03452840582506161,0.7254438576343851,0.06307834671186321,0.9404000984504197,0.17232649299689964,0.0,0.3773615981849099,0.40368715971102437,0.0,0.7992429230312591,0.06982639932460281,0.989172256131045,0.2023558781957201,0.07019075613639551,0.4219290434344489,0.45398484832271013,0.04531046586621364,0.8368349879724902,0.11475414410227261,1.0,0.24320748294167685,0.246745250527594,0.49162681275824655,0.5509838564966858,0.20365015031414102,0.8232613334850266,0.22632020140739637,0.9605457127038777,0.31688381366626994,0
0.33597924553786174,1.0,0.6767396685152113,0.8142866423797797,0.8129734081808304,0.5778671681065785,0.9811791245307222,0.40358054158757756,1.0,0.22029167095620733,0.19277791951445492,0.3460067912098145,0.3417069431400721,0.0836694270612976,0.6938050716103717,0.05772626428719646,0.9696634363868679,0.1270802533074889,0.07550288655738638,0.36380713451637076,0.2178201574830515,0.03153569423390362,0.6687615172020496,0.0,0.9822977033655834,0.08220427718872955,0.0,0.4000257236788133,0.16788200382136123,0.06971023045899362,0.6177064302551549,0.05746558404051711,0.889213435162579,0.13786668894410434,0.014821268294891977,0.46408440388546507,0.27674564515156563,0.201820604533165,0.6353346113330189,0.17502623967585912,0.8846959406001332,0.22384594625938245,0
0.36213928157227043,1.0,0.6893587166890077,0.7164109575788882,0.7964981312217457,0.5040523644782807,0.9421249780992883,0.3482035326741248,0.97838700903566,0.22593628777938246,0.06004841115366685,0.29029533767007476,0.44003348780622287,0.056815849157236545,0.7486032965184334,0.07546877119857434,0.9483673743818543,0.15482497855394986,0.0,0.29817809507909016,0.46073969098632994,0.0,0.7974093987709973,0.04585496966638756,0.9967116441151737,0.16381531678464578,0.05476663797099357,0.32809680899101207,0.4955838242040193,0.02509702022588229,0.8242579848751153,0.07925176540130544,1.0,0.18921627753585185,0.20546429235300726,0.3778965542244688,0.5681183562252364,0.15468617923250047,0.8065731227486088,0.17728929145834196,0.9617297841683072,0.2485150943891846,0
0.3502377035805192,1.0,0.6895904919090375,0.7096842620911332,0.7966853842967092,0.4945728125373046,0.9497999093579136,0.3349061438580224,1.0,0.19729612865647075,0.0608323890904972,0.29517402201253357,0.4128578242685368,0.053057921934718075,0.7239872432172271,0.07137522975642818,0.9193745826681827,0.15808535303543278,0.0,0.30540911757018435,0.43494501965632043,0.0,0.7711407772983511,0.05015513628328936,0.9622443963058058,0.17104075306349786,0.052847524150210844,0.3342584211409595,0.45972425104330505,0.022371494439034228,0.7941901531966229,0.074080766963639,0.9716523602935403,0.18660068367336471,0.20131534235547402,0.3827425106515251,0.5409609864074758,0.15464092526579074,0.7839571345760628,0.17575087350544202,0.9428811145031127,0.25104418372424997,0
